

1704721870319090,2900057442
1704721870319090,2900057444
1704721870319090,2900057445
1704721870319090,2900057446
1704721870319090,2900057447
1704721870319090,2900057449
1704721870319090,2900057454
1704721867165779,2900057472
1704721870319090,2900057473
1704721867165779,2900057474
1704721860826542,2900057475
1704721867165779,2900057482
1704721870319090,2900057483
1704721860826542,2900057484
1704721864050487,2900057486
1704721867165779,2900057487
1704721870319090,2900057490
1704721860826542,2900057491
1704721864050487,2900057493
1704721867165779,2900057494
1704721870319090,2900057497
1704721860826542,2900057498
1704721864050487,2900057501
1704721867165779,2900057502
1704721870319090,2900057504
1704721860826542,2900057505
1704721864050487,2900057508
1704721867165779,2900057529
1704721867165779,2900057531
1704721867165779,2900057533
1704721867165779,2900057535
1704721867165779,2900057536
1704721867165779,2900057539
1704721867165779,2900057541
1704721867165779,2900057542
