


1704898488419544,2900060830
1704898500342831,2900060831
1704898516283763,2900060832
1704898528464138,2900060833
1704898544099975,2900060834
1704898554810170,2900060835
1704898274402480,2900060836
1704898298830567,2900060837
1704897533767170,2900060838
1704898151394750,2900060839
1704898274402480,2900060840
1704898298830567,2900060841
1704898285539684,2900060842
1704898311594703,2900060843
1704898337182822,2900060844
1704898364911580,2900060845
1704898378256626,2900060846
1704898405234489,2900060847
1704898394670891,2900060848
1704898461571188,2900060849
1704898447723861,2900060850
1704898488419544,2900060851
1704898516283763,2900060852
1704898500342831,2900060853
1704898528464138,2900060854
1704898544099975,2900060855
1704898554810170,2900060856
1704898298830567,2900060857
1704898274402480,2900060858
1704897533767170,2900060859
1704898151394750,2900060860




1704898298830567,2900080752
1704898274402480,2900080754
1704897533767170,2900080755
1704898151394750,2900080757
1704898298830567,2900080761
1704898274402480,2900080762
1704898285539684,2900080765
1704898311594703,2900080769
1704898337182822,2900080770
1704898364911580,2900080773
1704898378256626,2900080775
1704898394670891,2900080776
1704898405234489,2900080777
1704898447723861,2900080778
1704898461571188,2900080780
1704898488419544,2900080782
1704898500342831,2900080785
1704898516283763,2900080786
1704898528464138,2900080788
1704898544099975,2900080791
1704898554810170,2900080792
1704898298830567,2900080793
1704898274402480,2900080795
1704897533767170,2900080796
1704898151394750,2900080798
1704898274402480,2900080801
1704898298830567,2900080804
1704898285539684,2900080806
1704898311594703,2900080807
1704898337182822,2900080808
1704898364911580,2900080809
1704898378256626,2900080810
1704898394670891,2900080811
1704898405234489,2900080813
1704898461571188,2900080814
1704898447723861,2900080815
1704898500342831,2900080818
1704898528464138,2900080819
1704898516283763,2900080820
1704898488419544,2900080821
1704898274402480,2900080827
1704897533767170,2900080825
1704898554810170,2900080828
1704898298830567,2900080829
1704898298830567,2900080830
1704898311594703,2900080832
1704898337182822,2900080833
1704898394670891,2900080834
1704898447723861,2900080836
1704898285539684,2900080837
1704898364911580,2900080838
1704898461571188,2900080839
1704898528464138,2900080840
1704898298830567,2900080842
1704897533767170,2900080846
1704898544099975,2900080848
1704898554810170,2900080849
1704898274402480,2900080852
1704898274402480,2900080853
1704898337182822,2900080855
1704898151394750,2900080860
1704898394670891,2900080862
1704898285539684,2900080864
1704898378256626,2900080867
1704898500342831,2900080868
1704898447723861,2900080869
1704898528464138,2900080870
1704898461571188,2900080871
1704898516283763,2900080873
1704898298830567,2900080875
1704898544099975,2900080876
1704898554810170,2900080877
1704898274402480,2900080878
1704897533767170,2900080880
1704898151394750,2900080881
1704898298830567,2900080882
1704898274402480,2900080883
1704898311594703,2900080886
1704898285539684,2900080887
1704898364911580,2900080888
1704898378256626,2900080889
1704898298830567,2900080893
1704897533767170,2900080895
1704898274402480,2900080896
1704898151394750,2900080898
1704898274402480,2900080901
1704898298830567,2900080904
1704898285539684,2900080909
1704898311594703,2900080910
1704898337182822,2900080913
1704898364911580,2900080915
1704898378256626,2900080916
1704898394670891,2900080917
1704898405234489,2900080918
1704898447723861,2900080920
1704898461571188,2900080921
1704898488419544,2900080924
1704898500342831,2900080926
1704898516283763,2900080928
1704898528464138,2900080931
1704898544099975,2900080932
1704898554810170,2900080933
1704898298830567,2900080934
1704898274402480,2900080936
1704897533767170,2900080938
1704898151394750,2900080941
1704898274402480,2900080946


