




1705063237287267,2900058582
1705063254625167,2900058604
1705063273604367,2900058608
1705063294060581,2900058615
1705063310859594,2900058621
1705063331126098,2900058628
1705064022557179,2900058633
1705064033495765,2900058723
1705064051279794,2900058740
1705064069815456,2900058744
1705064084760760,2900058748
1705064105919049,2900058752
1705064123269013,2900058754
1705064140847346,2900058757
1705064198164891,2900058997
1705064231130958,2900059016
1705064249929813,2900059126
1705064268111939,2900059259
1705064321690143,2900059276
1705064340510363,2900059281
1705064357364506,2900059394
1705064372965410,2900059410
1705064409956754,2900059413
1705064463243461,2900059530
1705064517049526,2900059800
1705064554109621,2900059818
1705064570399164,2900059822
1705064589917691,2900059825
1705064624890655,2900059940
1705064660783392,2900059956
1705064714973858,2900060075
1705064739133637,2900060093
1705064751492150,2900060097
1705064780023059,2900060100
1705064806997906,2900060211
