caseId,cancelSSCSHearingRequestId,hearingstatus,timestamp,versionnumber
1706019357572937,2900116710,HEARING_REQUESTED,2024-03-12T17:49:47.01901526,1
1706019371213138,2900116712,HEARING_REQUESTED,2024-03-12T17:49:49.457243985,1
1706019363809166,2900116713,HEARING_REQUESTED,2024-03-12T17:49:50.599982306,1
1706019377428409,2900116714,HEARING_REQUESTED,2024-03-12T17:49:53.158689881,1
1706019384338047,2900116715,HEARING_REQUESTED,2024-03-12T17:49:55.642586657,1
1706019392209651,2900116716,HEARING_REQUESTED,2024-03-12T17:49:57.277407816,1
1706019398837158,2900116718,HEARING_REQUESTED,2024-03-12T17:49:57.661368233,1
1706019405714937,2900116719,HEARING_REQUESTED,2024-03-12T17:50:01.598884308,1
1706019416286735,2900116720,HEARING_REQUESTED,2024-03-12T17:50:03.11855484,1
1706019423558506,2900116721,HEARING_REQUESTED,2024-03-12T17:50:03.552700599,1
1706019431072847,2900116722,HEARING_REQUESTED,2024-03-12T17:50:05.822631942,1
1706019447925590,2900116723,HEARING_REQUESTED,2024-03-12T17:50:09.274034968,1
1706019440449218,2900116724,HEARING_REQUESTED,2024-03-12T17:50:09.460916652,1
1706019454929725,2900116725,HEARING_REQUESTED,2024-03-12T17:50:13.716624544,1
1706019462079901,2900116728,HEARING_REQUESTED,2024-03-12T17:50:14.836057269,1
1706019470323812,2900116729,HEARING_REQUESTED,2024-03-12T17:50:16.014967244,1
1706019484473538,2900116730,HEARING_REQUESTED,2024-03-12T17:50:19.292152668,1
1706019477100569,2900116731,HEARING_REQUESTED,2024-03-12T17:50:20.476068263,1
1706019491082165,2900116732,HEARING_REQUESTED,2024-03-12T17:50:21.131327197,1
1706019497799002,2900116733,HEARING_REQUESTED,2024-03-12T17:50:24.003061832,1
1706019510410348,2900116734,HEARING_REQUESTED,2024-03-12T17:50:26.1891321,1
1706019503797602,2900116735,HEARING_REQUESTED,2024-03-12T17:50:26.813041752,1
1706019517326687,2900116736,HEARING_REQUESTED,2024-03-12T17:50:32.409524003,1
1706019532005654,2900116737,HEARING_REQUESTED,2024-03-12T17:50:32.517033425,1
1706019539639745,2900116738,HEARING_REQUESTED,2024-03-12T17:50:33.600990322,1
1706019546738407,2900116739,HEARING_REQUESTED,2024-03-12T17:50:36.49596634,1
1706019553167797,2900116740,HEARING_REQUESTED,2024-03-12T17:50:38.533276171,1
1706019560068202,2900116741,HEARING_REQUESTED,2024-03-12T17:50:42.262391405,1
1706019571542294,2900116742,HEARING_REQUESTED,2024-03-12T17:50:42.5442575,1
1706019578639002,2900116743,HEARING_REQUESTED,2024-03-12T17:50:44.360282691,1
1706019585140192,2900116744,HEARING_REQUESTED,2024-03-12T17:50:45.656558922,1
1706019591711267,2900116746,HEARING_REQUESTED,2024-03-12T17:50:48.241350111,1
1706019608129842,2900116747,HEARING_REQUESTED,2024-03-12T17:50:49.825556283,1
1706019599621369,2900116749,HEARING_REQUESTED,2024-03-12T17:50:50.526035759,1
1706019614433980,2900116750,HEARING_REQUESTED,2024-03-12T17:50:53.983132728,1
1706019626810472,2900116751,HEARING_REQUESTED,2024-03-12T17:50:56.887834093,1
1706019633651919,2900116752,HEARING_REQUESTED,2024-03-12T17:50:58.260112818,1
1706019620548540,2900116753,HEARING_REQUESTED,2024-03-12T17:50:58.969683272,1
1706019642635580,2900116754,HEARING_REQUESTED,2024-03-12T17:51:02.770831905,1
1706019651069705,2900116756,HEARING_REQUESTED,2024-03-12T17:51:03.474126842,1
1706019658002527,2900116757,HEARING_REQUESTED,2024-03-12T17:51:05.66236482,1
1706019672357626,2900116758,HEARING_REQUESTED,2024-03-12T17:51:08.332305841,1
1706019664991572,2900116759,HEARING_REQUESTED,2024-03-12T17:51:09.351358282,1
1706019678908158,2900116760,HEARING_REQUESTED,2024-03-12T17:51:12.680344509,1
1706019693077583,2900116761,HEARING_REQUESTED,2024-03-12T17:51:14.260340857,1
1706019686537379,2900116762,HEARING_REQUESTED,2024-03-12T17:51:15.30250404,1
1706019700053726,2900116763,HEARING_REQUESTED,2024-03-12T17:51:17.957575527,1
1706019707140435,2900116764,HEARING_REQUESTED,2024-03-12T17:51:21.231505533,1
1706019714482119,2900116765,HEARING_REQUESTED,2024-03-12T17:51:21.842571094,1
1706019720754709,2900116766,HEARING_REQUESTED,2024-03-12T17:51:26.897824331,1
1706019727465838,2900116767,HEARING_REQUESTED,2024-03-12T17:51:27.057830054,1
